beneficiary_id,scheme,district,bank_account,transaction_date,amount,is_fraud
BEN01732,Disability Pension,District C,ACC6072939882,2024-12-30,3002.57,0
BEN00907,Disability Pension,District B,ACC5187948804,2024-12-30,3006.95,0
BEN01731,Disability Pension,District E,ACC4631048029,2024-12-30,2997.48,0
BEN00727,Disability Pension,District C,ACC5271453859,2024-12-30,2999.04,0
BEN00910,Disability Pension,District E,ACC4242550727,2024-12-30,2992.25,0
BEN00911,Old Age Pension,District A,ACC7481631841,2024-12-30,1998.57,0
BEN00725,Old Age Pension,District E,ACC7451071432,2024-12-30,2001.68,0
BEN01728,Scholarship,District A,ACC8666074487,2024-12-30,5007.54,0
BEN00724,Old Age Pension,District B,ACC5523703900,2024-12-30,1994.8,0
BEN01854,Widow Pension,District E,ACC5735817014,2024-12-30,2501.99,0
BEN00916,Scholarship,District A,ACC7928074841,2024-12-30,4998.15,0
BEN00077,Widow Pension,District C,ACC6633778586,2024-12-30,2504.2,0
BEN00324,Scholarship,District D,ACC3971203213,2024-12-30,5003.42,0
BEN00678,Scholarship,District D,ACC5560712830,2024-12-30,4996.75,0
BEN00718,Widow Pension,District A,ACC4655730355,2024-12-30,2497.29,0
BEN00920,Old Age Pension,District A,ACC4503614567,2024-12-30,2000.5,0
BEN00325,Scholarship,District D,ACC7792729530,2024-12-30,5002.46,0
BEN00716,Disability Pension,District D,ACC8048810275,2024-12-30,3000.82,0
BEN00923,Disability Pension,District A,ACC9503597301,2024-12-30,3002.28,0
BEN00924,Old Age Pension,District E,ACC7801948900,2024-12-30,2002.39,0
BEN00925,Disability Pension,District D,ACC9704383251,2024-12-30,2999.62,0
BEN01860,Scholarship,District B,ACC8369792370,2024-12-30,4997.68,0
BEN01718,Scholarship,District A,ACC4864126433,2024-12-30,5005.99,0
BEN00930,Disability Pension,District D,ACC8907752604,2024-12-30,2994.36,0
BEN01716,Widow Pension,District B,ACC2283298067,2024-12-30,2497.03,0
BEN01714,Scholarship,District E,ACC8046300793,2024-12-30,5004.72,0
BEN00711,Scholarship,District E,ACC9523104008,2024-12-30,5007.12,0
BEN01710,Old Age Pension,District D,ACC7910817577,2024-12-30,1994.33,0
BEN01708,Widow Pension,District D,ACC7299420031,2024-12-30,2488.56,0
BEN00919,Widow Pension,District D,ACC6582557981,2024-12-30,2503.69,0
BEN01573,Scholarship,District A,ACC7882206934,2024-12-30,4995.1,0
BEN00780,Old Age Pension,District D,ACC6955593943,2024-12-30,2003.08,0
BEN00022,Scholarship,District B,ACC4466589567,2024-12-30,4996.92,0
BEN01242,Disability Pension,District D,ACC6974875750,2024-12-30,3001.25,0
BEN00515,Disability Pension,District D,ACC8690920484,2024-12-30,2990.37,0
BEN01244,Disability Pension,District D,ACC5400463094,2024-12-30,3002.14,0
BEN01519,Old Age Pension,District C,ACC6562434335,2024-12-30,2001.97,0
BEN00513,Scholarship,District A,ACC9503787171,2024-12-30,5005.05,0
BEN01518,Widow Pension,District A,ACC9738752801,2024-12-30,2498.5,0
BEN00167,Disability Pension,District D,ACC1547374338,2024-12-30,3002.29,0
BEN00446,Disability Pension,District D,ACC1158998032,2024-12-30,2994.8,0
BEN01516,Disability Pension,District A,ACC6496933442,2024-12-30,2991.96,0
BEN00390,Disability Pension,District B,ACC4248149900,2024-12-30,3007.57,0
BEN00193,Disability Pension,District A,ACC9462806178,2024-12-30,2990.52,0
BEN01254,Old Age Pension,District A,ACC1494287462,2024-12-30,2003.39,0
BEN01360,Scholarship,District B,ACC5862655247,2024-12-30,4999.4,0
BEN01255,Scholarship,District D,ACC8942167666,2024-12-30,4995.93,0
BEN01258,Widow Pension,District E,ACC7699500243,2024-12-30,2502.19,0
BEN01995,Old Age Pension,District A,ACC5584288132,2024-12-30,2002.66,0
BEN00505,Old Age Pension,District D,ACC1754368373,2024-12-30,1997.68,0
BEN00449,Scholarship,District D,ACC2891100776,2024-12-30,5003.99,0
BEN01511,Disability Pension,District C,ACC6991473746,2024-12-30,2995.59,0
BEN01522,Old Age Pension,District B,ACC6496596008,2024-12-30,1996.1,0
BEN00147,Disability Pension,District D,ACC9623534576,2024-12-30,3006.57,0
BEN00439,Disability Pension,District A,ACC3995732958,2024-12-30,2992.52,0
BEN00198,Old Age Pension,District D,ACC3476426797,2024-12-30,1996.45,0
BEN01980,Old Age Pension,District D,ACC5913767020,2024-12-30,2000.1,0
BEN01383,Widow Pension,District E,ACC3188382776,2024-12-30,2494.65,0
BEN00530,Old Age Pension,District E,ACC3115806625,2024-12-30,2000.47,0
BEN01217,Scholarship,District B,ACC6982610835,2024-12-30,5001.67,0
BEN01536,Old Age Pension,District E,ACC5293274004,2024-12-30,2000.11,0
BEN00003,Disability Pension,District A,ACC1958682846,2024-12-30,3002.31,0
BEN01433,Widow Pension,District D,ACC3185386258,2024-12-30,2489.58,0
BEN00430,Old Age Pension,District E,ACC4776677517,2024-12-30,1991.3,0
BEN00528,Scholarship,District C,ACC1600337712,2024-12-30,4997.36,0
BEN01447,Widow Pension,District E,ACC9392707144,2024-12-30,2501.9,0
BEN00431,Scholarship,District D,ACC4710967433,2024-12-30,5001.58,0
BEN01378,Scholarship,District B,ACC1600566083,2024-12-30,5000.49,0
BEN01377,Old Age Pension,District D,ACC9432088993,2024-12-30,1991.5,0
BEN01532,Scholarship,District D,ACC1940684569,2024-12-30,5000.53,0
BEN00435,Widow Pension,District D,ACC5933179746,2024-12-30,2497.71,0
BEN00522,Scholarship,District A,ACC6299224734,2024-12-30,4999.92,0
BEN01527,Old Age Pension,District E,ACC6837342064,2024-12-30,2007.99,0
BEN01985,Scholarship,District E,ACC7857580528,2024-12-30,4996.29,0
BEN01373,Scholarship,District C,ACC4693510920,2024-12-30,5005.04,0
BEN01986,Scholarship,District A,ACC5067245523,2024-12-30,4998.06,0
BEN00526,Disability Pension,District E,ACC8833399096,2024-12-30,2997.39,0
BEN00504,Disability Pension,District D,ACC8505373158,2024-12-30,3006.63,0
BEN01261,Disability Pension,District D,ACC7150970643,2024-12-30,3006.3,0
BEN01510,Disability Pension,District E,ACC7759781156,2024-12-30,3009.42,0
BEN01489,Old Age Pension,District C,ACC8241550421,2024-12-30,2003.49,0
BEN01296,Disability Pension,District C,ACC7420846622,2024-12-30,3002.4,0
BEN00463,Old Age Pension,District D,ACC4747699292,2024-12-30,2000.17,0
BEN01299,Scholarship,District A,ACC3098948446,2024-12-30,4999.03,0
BEN00464,Widow Pension,District B,ACC2905584866,2024-12-30,2498.83,0
BEN00485,Scholarship,District A,ACC8925520026,2024-12-30,4996.43,0
BEN00182,Scholarship,District E,ACC8982597239,2024-12-30,4999.62,0
BEN01469,Old Age Pension,District D,ACC9954587710,2024-12-30,2003.01,0
BEN00140,Widow Pension,District D,ACC2139027119,2024-12-30,2505.66,0
BEN01466,Scholarship,District A,ACC4956843441,2024-12-30,5006.73,0
BEN01308,Old Age Pension,District A,ACC3346569443,2024-12-30,2003.08,0
BEN00481,Scholarship,District B,ACC9165632300,2024-12-30,4993.91,0
BEN01317,Widow Pension,District E,ACC9844874547,2024-12-30,2504.25,0
BEN00480,Widow Pension,District D,ACC8750840032,2024-12-30,2498.41,0
BEN00479,Widow Pension,District A,ACC6385791669,2024-12-30,2502.67,0
BEN00478,Old Age Pension,District A,ACC1614685938,2024-12-30,2001.0,0
BEN01311,Scholarship,District D,ACC5292015249,2024-12-30,4999.12,0
BEN00472,Disability Pension,District E,ACC7576309274,2024-12-30,3003.62,0
BEN00179,Disability Pension,District B,ACC2145921803,2024-12-30,3000.31,0
BEN00474,Disability Pension,District D,ACC1730074215,2024-12-30,3006.3,0
BEN00482,Old Age Pension,District C,ACC1678500147,2024-12-30,1995.87,0
BEN00203,Old Age Pension,District A,ACC6859286614,2024-12-30,1996.5,0
BEN01465,Scholarship,District C,ACC1399546384,2024-12-30,4991.05,0
BEN00489,Old Age Pension,District C,ACC7763765757,2024-12-30,1997.2,0
BEN01264,Scholarship,District B,ACC7838460497,2024-12-30,5004.72,0
BEN01509,Widow Pension,District D,ACC2979958124,2024-12-30,2490.96,0
BEN01266,Disability Pension,District A,ACC4026816435,2024-12-30,3000.1,0
BEN01448,Scholarship,District B,ACC8923555411,2024-12-30,5003.81,0
BEN01267,Widow Pension,District E,ACC6178804925,2024-12-30,2500.38,0
BEN00169,Scholarship,District D,ACC4696689457,2024-12-30,5003.87,0
BEN01354,Scholarship,District E,ACC1004665657,2024-12-30,4998.65,0
BEN01452,Widow Pension,District B,ACC6156843353,2024-12-30,2498.89,0
BEN00170,Widow Pension,District E,ACC9155819200,2024-12-30,2504.55,0
BEN01290,Old Age Pension,District A,ACC3383331379,2024-12-30,2004.92,0
BEN00006,Old Age Pension,District B,ACC2812140441,2024-12-30,2005.01,0
BEN01504,Disability Pension,District C,ACC3768901084,2024-12-30,3004.28,0
BEN01346,Disability Pension,District D,ACC8086684009,2024-12-30,2997.72,0
BEN00497,Widow Pension,District A,ACC4600630513,2024-12-30,2498.71,0
BEN01278,Old Age Pension,District E,ACC8926438617,2024-12-30,1999.75,0
BEN00116,Old Age Pension,District A,ACC7249213370,2024-12-30,1999.71,0
BEN01338,Scholarship,District D,ACC6448324230,2024-12-30,4997.89,0
BEN01283,Old Age Pension,District B,ACC2311597141,2024-12-30,1994.05,0
BEN01494,Scholarship,District D,ACC3205292512,2024-12-30,5003.37,0
BEN01332,Disability Pension,District A,ACC5694806361,2024-12-30,3008.81,0
BEN01455,Old Age Pension,District B,ACC2052811909,2024-12-30,1997.92,0
BEN01979,Scholarship,District E,ACC7638836058,2024-12-30,5005.4,0
BEN00165,Old Age Pension,District B,ACC8879525611,2024-12-30,2007.24,0
BEN00551,Widow Pension,District D,ACC1110724913,2024-12-30,2499.95,0
BEN01179,Disability Pension,District D,ACC3722583581,2024-12-30,2993.9,0
BEN00413,Old Age Pension,District B,ACC3358880404,2024-12-30,2003.9,0
BEN00552,Old Age Pension,District E,ACC5358791907,2024-12-30,1996.12,0
BEN01540,Disability Pension,District A,ACC8719734235,2024-12-30,3002.62,0
